Year,ISO3 Code,Rank,Country,Greenplexity Index,Change in 5yrs
2016,TTO,102,Trinidad and Tobago,-0.69,N/A
2016,NIC,103,Nicaragua,-0.69,N/A
2016,PAK,104,Pakistan,-0.73,N/A
2016,CIV,105,Côte d'Ivoire,-0.74,N/A
2016,AFG,106,Afghanistan,-0.74,N/A
2016,NER,107,Niger,-0.74,N/A
2016,UZB,108,Uzbekistan,-0.76,N/A
2016,UGA,109,Uganda,-0.76,N/A
2016,BFA,110,Burkina Faso,-0.77,N/A
2016,QAT,111,Qatar,-0.78,N/A
2016,MWI,112,Malawi,-0.80,N/A
2016,NAM,113,Namibia,-0.80,N/A
2016,OMN,114,Oman,-0.81,N/A
2016,SDN,115,Sudan,-0.82,N/A
2016,LBY,116,Libya,-0.82,N/A
2016,CMR,117,Cameroon,-0.83,N/A
2016,LBR,118,Liberia,-0.85,N/A
2016,VEN,119,Venezuela,-0.85,N/A
2016,IRN,120,Iran,-0.86,N/A
2016,YEM,121,Yemen,-0.87,N/A
2016,MRT,122,Mauritania,-0.87,N/A
2016,CHL,123,Chile,-0.88,N/A
2016,GAB,124,Gabon,-0.88,N/A
2016,PNG,125,Papua New Guinea,-0.90,N/A
2016,GTM,126,Guatemala,-0.91,N/A
2016,COG,127,Republic of the Congo,-0.95,N/A
2016,GHA,128,Ghana,-0.97,N/A
2016,GIN,129,Guinea,-0.99,N/A
2016,LAO,130,Laos,-0.99,N/A
2016,RWA,131,Rwanda,-0.99,N/A
2016,TJK,132,Tajikistan,-1.03,N/A
2016,ZMB,133,Zambia,-1.06,N/A
2016,MMR,134,Myanmar,-1.09,N/A
2016,BOL,135,Bolivia,-1.13,N/A
2016,AUS,136,Australia,-1.19,N/A
2016,MOZ,137,Mozambique,-1.20,N/A
2016,PER,138,Peru,-1.20,N/A
2016,NGA,139,Nigeria,-1.21,N/A
2016,MDG,140,Madagascar,-1.29,N/A
2016,TZA,141,Tanzania,-1.33,N/A
2016,MNG,142,Mongolia,-1.33,N/A
2016,ZWE,143,Zimbabwe,-1.34,N/A
2016,COD,144,Democratic Republic of the Congo,-1.58,N/A
2016,KAZ,145,Kazakhstan,-1.61,N/A
