Year,ISO3 Code,Rank,Country,Greenplexity Index,Change in 5yrs
2020,NZL,56,New Zealand,0.09,-4
2020,CYP,57,Cyprus,0.03,-3
2020,SLV,58,El Salvador,-0.02,5
2020,KGZ,59,Kyrgyzstan,-0.07,12
2020,SWZ,60,Eswatini,-0.09,-3
2020,DOM,61,Dominican Republic,-0.10,-1
2020,MUS,62,Mauritius,-0.10,5
2020,BHR,63,Bahrain,-0.12,-7
2020,RUS,64,Russian Federation,-0.15,6
2020,KHM,65,Cambodia,-0.18,40
2020,COL,66,Colombia,-0.18,-5
2020,MAR,67,Morocco,-0.24,10
2020,ARG,68,Argentina,-0.24,-4
2020,EGY,69,Egypt,-0.25,-7
2020,JOR,70,Jordan,-0.26,-5
2020,SAU,71,Saudi Arabia,-0.27,-2
2020,ZAF,72,South Africa,-0.31,-6
2020,TTO,73,Trinidad and Tobago,-0.35,33
2020,ARM,74,Armenia,-0.36,1
2020,LKA,75,Sri Lanka,-0.38,4
2020,BEN,76,Benin,-0.45,-3
2020,BRA,77,Brazil,-0.48,-19
2020,HND,78,Honduras,-0.49,22
2020,UZB,79,Uzbekistan,-0.50,41
2020,BGD,80,Bangladesh,-0.51,14
2020,AZE,81,Azerbaijan,-0.51,0
2020,YEM,82,Yemen,-0.52,5
2020,PRY,83,Paraguay,-0.52,6
2020,ALB,84,Albania,-0.53,19
2020,GEO,85,Georgia,-0.54,-1
2020,BWA,86,Botswana,-0.54,15
2020,URY,87,Uruguay,-0.54,-15
2020,QAT,88,Qatar,-0.55,21
2020,HTI,89,Haiti,-0.55,-3
2020,TGO,90,Togo,-0.55,-12
2020,GNQ,91,Equatorial Guinea,-0.55,1
2020,TCD,92,Chad,-0.56,-2
2020,DZA,93,Algeria,-0.56,2
2020,KWT,94,Kuwait,-0.57,-9
2020,NIC,95,Nicaragua,-0.59,7
2020,GTM,96,Guatemala,-0.59,12
2020,JAM,97,Jamaica,-0.60,-17
2020,UGA,98,Uganda,-0.60,14
2020,CMR,99,Cameroon,-0.62,-2
2020,ETH,100,Ethiopia,-0.64,7
2020,NER,101,Niger,-0.64,12
2020,TKM,102,Turkmenistan,-0.64,-6
2020,NPL,103,Nepal,-0.65,-21
2020,MLI,104,Mali,-0.66,-30
2020,AFG,105,Afghanistan,-0.66,-14
2020,ECU,106,Ecuador,-0.66,-30
2020,AGO,107,Angola,-0.69,-24
2020,IRQ,108,Iraq,-0.71,-15
2020,OMN,109,Oman,-0.71,22
2020,LBR,110,Liberia,-0.73,12
2020,RWA,111,Rwanda,-0.74,16
2020,IRN,112,Iran,-0.74,3
2020,LBY,113,Libya,-0.77,1
2020,KEN,114,Kenya,-0.77,-26
2020,GIN,115,Guinea,-0.80,-11
2020,GAB,116,Gabon,-0.80,12
2020,BFA,117,Burkina Faso,-0.80,-18
2020,MWI,118,Malawi,-0.81,-20
2020,SEN,119,Senegal,-0.82,0
2020,CUB,120,Cuba,-0.83,-3
2020,VEN,121,Venezuela,-0.84,4
2020,SDN,122,Sudan,-0.85,2
2020,CIV,123,Côte d'Ivoire,-0.88,-13
2020,COG,124,Republic of the Congo,-0.91,10
2020,MRT,125,Mauritania,-0.91,-4
2020,PNG,126,Papua New Guinea,-0.93,-8
2020,CHL,127,Chile,-0.94,3
2020,GHA,128,Ghana,-0.97,-5
2020,NAM,129,Namibia,-1.00,-18
2020,TJK,130,Tajikistan,-1.03,-1
2020,NGA,131,Nigeria,-1.04,2
2020,LAO,132,Laos,-1.05,10
2020,PAK,133,Pakistan,-1.07,-17
2020,BOL,134,Bolivia,-1.18,3
2020,MNG,135,Mongolia,-1.18,3
2020,PER,136,Peru,-1.20,-1
2020,MMR,137,Myanmar,-1.27,6
2020,AUS,138,Australia,-1.32,3
2020,MDG,139,Madagascar,-1.36,0
2020,ZMB,140,Zambia,-1.38,-14
2020,TZA,141,Tanzania,-1.39,-9
2020,ZWE,142,Zimbabwe,-1.41,-2
2020,COD,143,Democratic Republic of the Congo,-1.54,1
2020,KAZ,144,Kazakhstan,-1.55,1
2020,MOZ,145,Mozambique,-1.66,-9
